title,year,genre,country,imdbRating,imdbVotes
Real Genius,1985,"Comedy, Romance, Sci-Fi",USA,7,22229
Au Revoir Les Enfants,1987,"Biography, Drama, War","France, West Germany, Italy",8.1,22230
The Grandmaster,2013,"Action, Biography, Drama","Hong Kong, China",6.5,22237
The Football Factory,2004,"Crime, Drama, Sport",UK,6.9,22241
"Batman: The Dark Knight Returns, Part 2",2013,"Animation, Action, Crime",USA,8.4,22244
The Chaos Class,1975,"Comedy, Drama",Turkey,9.5,22244
King of New York,1990,"Crime, Thriller","Italy, USA, UK",7,22245
Una giusta causa,2018,"Biography, Drama","USA, China, Canada",7.0,22249
Searching for Bobby Fischer,1993,"Biography, Drama",USA,7.5,22270
Hop,2011,"Animation, Adventure, Comedy",USA,5.5,22284
Michael Collins,1996,"Biography, Drama, Thriller","UK, Ireland, USA",7.1,22286
An Unfinished Life,2005,Drama,"USA, Germany",7,22320
The Witches,1990,"Adventure, Fantasy, Horror","UK, USA",6.8,22325
Creep,2004,"Horror, Mystery, Thriller","UK, Germany",5.6,22328
5 Centimeters Per Second,2007,"Animation, Drama, Romance",Japan,7.9,22331
Celeste & Jesse Forever,2012,"Comedy, Drama, Romance",USA,6.7,22350
Jack Frost,1998,"Comedy, Drama, Family",USA,5.2,22351
The Lion King 1 1/2,2004,"Animation, Comedy, Family","Australia, USA",6.6,22351
Single White Female,1992,"Drama, Thriller",USA,6.3,22359
Alan Partridge,2013,Comedy,"UK, France",7,22362
The Idiots,1998,"Comedy, Drama","Denmark, Spain, Sweden, France, Netherlands, Italy",6.9,22368
The Whistleblower,2010,"Action, Biography, Crime","Germany, Canada, USA",7.2,22370
Fortress,1992,"Action, Crime, Sci-Fi","Australia, USA",5.8,22377
Maps to the Stars,2014,"Comedy, Drama","Canada, Germany, France, USA",6.3,22399
Romeo and Juliet,1968,"Drama, Romance","UK, Italy",7.7,22399
Another Year,2010,"Comedy, Drama",UK,7.3,22420
8 Women,2002,"Comedy, Crime, Musical","France, Italy",7.1,22433
Kill List,2011,"Crime, Horror, Thriller",UK,6.3,22437
Popeye,1980,"Adventure, Comedy, Family",USA,5.2,22440
The Accused,1988,"Crime, Drama","Canada, USA",7.1,22443
Rabbit-Proof Fence,2002,"Adventure, Biography, Drama",Australia,7.5,22452
Gummo,1997,Drama,USA,6.6,22457
The Conspirator,2010,"Crime, Drama, History",USA,7,22470
The Man Who Knew Too Little,1997,"Action, Comedy, Crime","USA, Germany",6.6,22489
Virtuosity,1995,"Action, Crime, Sci-Fi",USA,5.5,22494
The Replacement Killers,1998,"Action, Crime, Drama",USA,6.1,22536
Border - Creature di confine,2018,"Crime, Drama, Fantasy","Sweden, Denmark",7.0,22543
Compliance,2012,"Crime, Drama, Thriller",USA,6.4,22549
Chasing Mavericks,2012,"Biography, Drama, Sport",USA,7.2,22562
Tokyo Story,1953,Drama,Japan,8.3,22565
Murder at 1600,1997,"Crime, Drama, Mystery",USA,6,22578
Child 44,2015,"Drama, Thriller","USA, UK, Czech Republic, Romania, Russia",6.4,22598
The Tailor of Panama,2001,"Drama, Thriller","USA, Ireland",6.1,22604
Devdas,2002,"Musical, Romance",India,7.6,22612
Prince of Darkness,1987,Horror,USA,6.7,22636
Watership Down,1978,"Animation, Adventure, Drama",UK,7.7,22649
Lionheart,1990,"Action, Drama, Sport",USA,6.1,22654
Miss Potter,2006,"Biography, Drama, Romance","UK, USA, Isle Of Man",7,22671
The Man from U.N.C.L.E.,2015,"Action, Adventure, Comedy","USA, UK",7.6,22676
Sorority Row,2009,"Horror, Mystery",USA,5.1,22678
Stalingrad,1993,"Drama, War",Germany,7.5,22702
Barbarella,1968,"Adventure, Comedy, Fantasy","France, Italy",5.9,22720
Sholay,1975,"Action, Adventure, Comedy",India,8.6,22725
Babe: Pig in the City,1998,"Adventure, Comedy, Drama",Australia,5.8,22729
Children of Heaven,1997,"Drama, Family",Iran,8.5,22744
Rumble Fish,1983,Drama,"USA, France",7.3,22746
The Trouble with Harry,1955,Mystery,USA,7.2,22757
Things We Lost in the Fire,2007,Drama,"USA, UK, Canada",7.2,22785
The Assassination of Richard Nixon,2004,"Biography, Drama","USA, Mexico",7,22788
A Bittersweet Life,2005,"Action, Crime, Drama",South Korea,7.7,22811
Club Dread,2004,"Comedy, Horror, Thriller",USA,5.6,22828
The Lord of the Rings,1978,"Animation, Adventure, Fantasy",USA,6.1,22832
Nada a Perder,2018,"Biography, Drama",Brazil,5.5,22835
Corpo e anima,2017,"Drama, Fantasy, Mystery",Hungary,7.6,22862
Them,2006,"Horror, Thriller","France, Romania",6.5,22882
Zero,2018,"Comedy, Drama, Romance",India,5.5,22885
The Lost Weekend,1945,Drama,USA,8,22914
Children of Heaven,1997,"Drama, Family",Iran,8.5,22944
Come and See,1985,"Drama, War",Soviet Union,8.3,22948
Jason Lives: Friday the 13th Part VI,1986,"Horror, Thriller",USA,5.8,22962
Time Trap,2017,"Action, Adventure, Sci-Fi",USA,6.3,22965
In a World...,2013,Comedy,USA,6.7,22982
What Just Happened,2008,"Comedy, Drama",USA,5.7,22991
Murder by Death,1976,"Comedy, Mystery, Thriller",USA,7.5,23005
Sin Nombre,2009,"Adventure, Crime, Drama","Mexico, USA",7.6,23008
Mutant Chronicles,2008,"Action, Adventure, Horror","USA, UK",5.2,23012
The Passion of Joan of Arc,1928,"Biography, Drama, History",France,8.4,23019
Nixon,1995,"Biography, Drama, History",USA,7.1,23032
The Vanishing,1988,"Mystery, Thriller","Netherlands, France",7.8,23032
A Walk in the Clouds,1995,"Drama, Romance","USA, Mexico",6.6,23069
Dark Water,2002,"Drama, Horror, Mystery",Japan,6.7,23071
The Prophecy,1995,"Action, Fantasy, Horror",USA,6.6,23101
Honey Boy,2019,Drama,USA,7.3,23102
Ong-bak 2,2008,Action,Thailand,6.2,23105
Stranger Than Paradise,1984,"Comedy, Drama","USA, West Germany",7.6,23114
Paperman,2012,"Animation, Short, Comedy",USA,8.3,23118
Hang 'Em High,1968,Western,USA,7,23124
Powder,1995,"Drama, Fantasy, Mystery",USA,6.5,23134
La casa delle bambole - Ghostland,2018,"Drama, Horror, Mystery","France, Canada, China",6.4,23142
Oliver!,1968,"Drama, Family, Musical",UK,7.5,23146
Perfect Blue,1997,"Animation, Horror, Mystery",Japan,7.8,23147
Leaves of Grass,2009,"Comedy, Crime, Drama",USA,6.5,23155
Blood and Bone,2009,"Action, Drama",USA,6.7,23164
Tyrannosaur,2011,Drama,UK,7.6,23171
The Legend Is Born: Ip Man,2010,"Action, Biography, Drama",Hong Kong,7.1,23187
Reno 911!: Miami,2007,"Comedy, Crime",USA,5.9,23191
Pupazzi senza gloria,2018,"Action, Comedy, Crime","USA, China",5.4,23196
The Limey,1999,"Crime, Drama, Mystery",USA,7.1,23202
Primary Colors,1998,"Comedy, Drama","France, UK, Germany, USA, Japan",6.7,23211
The Seven Year Itch,1955,"Comedy, Romance",USA,7.3,23227
The Quiet American,2002,"Drama, Mystery, Romance","UK, Germany, USA, Australia, France",7.1,23242
Aladdin and the King of Thieves,1996,"Animation, Comedy, Family",USA,6.3,23246
Blood and Bone,2009,"Action, Drama",USA,6.7,23246
The Wall,2017,"Action, Drama, Thriller",USA,6.2,23247
Micmacs,2009,"Action, Comedy, Crime",France,7.2,23254
Super Troopers 2,2018,"Comedy, Crime, Mystery",USA,6.0,23256
Picnic at Hanging Rock,1975,"Drama, Mystery",Australia,7.6,23277
Il libro di Henry,2017,"Crime, Drama, Thriller",USA,6.6,23280
Drunken Master,1978,"Comedy, Action",Hong Kong,7.6,23280
Tyrannosaur,2011,Drama,UK,7.6,23290
Drunken Master,1978,"Comedy, Action",Hong Kong,7.6,23300
Laggies,2014,"Comedy, Romance",USA,6.4,23301
This Must Be the Place,2011,"Comedy, Drama","Italy, France, Ireland",6.7,23316
Death Wish,1974,"Action, Crime, Drama",USA,7,23322
Women on the Verge of a Nervous Breakdown,1988,"Comedy, Drama",Spain,7.6,23326
The Stand,1994,"Adventure, Drama, Fantasy",USA,7.3,23333
A Little Princess,1995,"Drama, Family, Fantasy",USA,7.7,23335
La terra di Dio,2017,"Drama, Romance",UK,7.7,23337
The Railway Man,2013,"Biography, Drama, Romance","Australia, UK, Switzerland",7.1,23341
The Message,1977,"Adventure, Biography, Drama","Lebanon, Libya, Kuwait, Morocco, UK",8.6,23351
Seraphim Falls,2006,"Action, Drama, Thriller",USA,6.7,23354
An American Crime,2007,"Biography, Crime, Drama",USA,7.4,23366
Pusher,1996,"Crime, Thriller",Denmark,7.4,23369
Multiplicity,1996,"Comedy, Romance, Sci-Fi",USA,5.9,23373
Tank Girl,1995,"Action, Comedy, Sci-Fi",USA,5.2,23407
A Mighty Heart,2007,"Biography, Drama, History","USA, UK",6.7,23408
Destinazione matrimonio,2018,"Comedy, Drama, Romance","USA, UK, Canada",6.0,23413
A Mighty Heart,2007,"Biography, Drama, History","USA, UK",6.7,23425
Greta,2018,"Drama, Mystery, Thriller","Ireland, USA",6.0,23435
Vicky Donor,2012,"Comedy, Romance",India,7.8,23437
Ken Park,2002,Drama,"USA, Netherlands, France",5.9,23438
Camp X-Ray,2014,"Drama, War",USA,7,23445
The Odd Couple,1968,"Comedy, Romance",USA,7.7,23494
Confessions,2010,"Drama, Thriller",Japan,7.9,23516
Resident Evil: Degeneration,2008,"Animation, Action, Horror",Japan,6.6,23521
L'altra metà,2020,"Comedy, Drama, Romance",USA,6.9,23525
Hysteria,2011,"Comedy, Romance","UK, France, Germany, Switzerland, Luxembourg",6.7,23534
La famiglia Addams,2019,"Animation, Comedy, Family","Canada, USA",5.8,23558
Tora! Tora! Tora!,1970,"Drama, History, War","USA, Japan",7.5,23560
Rubber,2010,"Comedy, Horror","France, Angola",5.8,23563
1941,1979,"Action, Comedy, War",USA,5.9,23569
Mersal,2017,"Action, Thriller",India,7.6,23578
After the Wedding,2006,Drama,"Denmark, Sweden, UK, Norway",7.8,23579
The War of the Worlds,1953,"Action, Sci-Fi, Thriller",USA,7.1,23580
A Night at the Opera,1935,"Comedy, Music, Musical",USA,8.1,23598
Taking Woodstock,2009,"Comedy, Drama, Music",USA,6.7,23599
The Nights of Cabiria,1957,Drama,"Italy, France",8.3,23604
Unfriended: Dark Web,2018,"Horror, Mystery, Thriller","USA, Russia",5.9,23609
Five Easy Pieces,1970,Drama,USA,7.5,23625
22 Bullets,2010,"Action, Crime, Thriller",France,6.7,23649
Freaks,2018,"Drama, Mystery, Sci-Fi","Canada, USA",6.7,23654
Destroyer,2018,"Action, Crime, Drama",USA,6.2,23655
Astro Boy,2009,"Animation, Action, Family","Hong Kong, USA, Japan",6.4,23663
Westworld,1973,"Action, Sci-Fi, Thriller",USA,7.1,23667
Repo Man,1984,"Comedy, Crime, Sci-Fi",USA,6.9,23681
The Last House on the Left,1972,"Horror, Thriller",USA,6,23700
Anything Else,2003,"Comedy, Romance","USA, France, UK",6.4,23704
[REC] 3: Genesis,2012,"Horror, Romance",Spain,5.1,23705
Kaabil,2017,"Action, Drama, Thriller",India,7.1,23739
Drugstore Cowboy,1989,"Crime, Drama",USA,7.4,23753
V/H/S/2,2013,"Horror, Thriller","USA, Canada, Indonesia",6.1,23756
Goal II: Living the Dream,2007,"Drama, Sport","UK, Spain, Germany",5.9,23762
All Dogs Go to Heaven,1989,"Animation, Comedy, Drama","Ireland, UK, USA",6.7,23762
Once Were Warriors,1994,"Crime, Drama",New Zealand,8,23766
Tornare a vincere,2020,"Drama, Sport","USA, Canada",6.7,23769
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,"Comedy, Family",USA,6.2,23787
Osmosis Jones,2001,"Animation, Action, Adventure",USA,6.2,23815
The Barbarian Invasions,2003,"Comedy, Crime, Drama","Canada, France",7.7,23819
Near Dark,1987,"Drama, Horror, Thriller",USA,7,23834
Twilight Zone: The Movie,1983,"Horror, Sci-Fi",USA,6.5,23841
The Eye,2002,"Drama, Horror, Thriller","Hong Kong, Singapore",6.7,23842
The Commitments,1991,"Comedy, Drama, Music","Ireland, UK, USA",7.5,23843
Wish I Was Here,2014,"Comedy, Drama",USA,6.7,23848
The Arrival,1996,"Action, Sci-Fi, Thriller","USA, Mexico",6.3,23850
Sleeping Beauty,2011,"Drama, Romance",Australia,5.3,23851
Bitter Moon,1992,"Drama, Romance, Thriller","France, UK, USA",7.1,23862
Chhapaak,2020,"Biography, Drama",India,5.1,23866
Vi presento Christopher Robin,2017,"Biography, Drama",UK,7.1,23879
Angel-A,2005,"Comedy, Drama, Fantasy",France,7.1,23885
Goya's Ghosts,2006,"Biography, Drama, History","USA, Spain",6.9,23894
True Crime,1999,"Crime, Drama, Mystery",USA,6.6,23898
A Trip to the Moon,1902,"Short, Adventure, Fantasy",France,8.2,23904
Oliver Twist,2005,"Crime, Drama","UK, Czech Republic, France, Italy",6.9,23917
Om Shanti Om,2007,"Action, Comedy, Drama",India,6.6,23919
Love Happens,2009,"Drama, Romance","USA, Canada, UK",5.6,23920
True Crime,1999,"Crime, Drama, Mystery",USA,6.6,23930
Bedknobs and Broomsticks,1971,"Adventure, Family, Fantasy","USA, UK",7,23941
6 Souls,2010,"Horror, Mystery, Thriller",USA,6.1,23943
Fido,2006,"Comedy, Drama, Horror",Canada,6.8,23949
Once Upon a Time in Anatolia,2011,"Crime, Drama","Turkey, Bosnia and Herzegovina",7.8,23968
Cujo,1983,"Horror, Thriller",USA,6,23979
The Big Hit,1998,"Action, Comedy, Crime",USA,6.1,23980
The Muppet Movie,1979,"Adventure, Comedy, Family","UK, USA",7.7,23984
Dov'è il mio corpo?,2019,"Animation, Drama, Fantasy",France,7.6,24010
Shattered,2007,"Crime, Drama, Thriller","UK, Canada, USA",6.7,24018
Bubble Boy,2001,"Adventure, Biography, Comedy",USA,5.6,24021
Kind Hearts and Coronets,1949,"Comedy, Crime",UK,8.2,24023
The Longest Ride,2015,"Drama, Romance",USA,7.2,24025
Trainwreck,2015,"Comedy, Romance",USA,6.8,24031
Sudden Death,1995,"Action, Crime, Thriller",USA,5.6,24036
Next Friday,2000,Comedy,USA,6,24038
The Andromeda Strain,1971,"Sci-Fi, Thriller",USA,7.2,24041
Tsotsi,2005,"Crime, Drama","UK, South Africa",7.3,24041
Disobedience,2017,"Drama, Romance","Ireland, UK, USA",6.6,24042
The Big Chill,1983,"Comedy, Drama",USA,7.2,24043
Raazi,2018,"Action, Drama, Thriller",India,7.8,24049
Pushing Tin,1999,"Comedy, Drama, Romance","USA, Germany",6,24057
Il tenente ottomano,2017,"Drama, War","Turkey, USA",6.6,24058
The Cobbler,2014,"Comedy, Drama, Fantasy",USA,5.8,24059
The Aeronauts,2019,"Action, Adventure, Drama","UK, USA",6.6,24063
"The Good, the Bad, the Weird",2008,"Action, Adventure, Comedy",South Korea,7.3,24066
Koyaanisqatsi,1982,"Documentary, Music",USA,8.3,24068
La ruota delle meraviglie,2017,Drama,USA,6.2,24075
Now Is Good,2012,"Drama, Romance",UK,7.2,24084
Mother,2009,"Crime, Drama, Mystery",South Korea,7.8,24097
La Grande Illusion,1937,"Drama, War",France,8.2,24101
Kill the Messenger,2014,"Biography, Crime, Drama",USA,7,24102
The Company You Keep,2012,"Drama, Thriller","USA, Canada",6.4,24106
Gods and Monsters,1998,"Biography, Drama","USA, UK",7.5,24109
The Glass House,2001,Thriller,USA,5.8,24114
The Verdict,1982,Drama,USA,7.8,24114
The Cannonball Run,1981,"Action, Comedy","USA, Hong Kong",6.1,24148
Arthur and the Invisibles,2006,"Animation, Adventure, Family",France,6,24178
Touching the Void,2003,"Documentary, Adventure, Drama","UK, USA",8.1,24185
Christmas with the Kranks,2004,"Comedy, Family",USA,5.2,24187
Priceless,2006,"Comedy, Romance",France,7.1,24190
Brief Encounter,1945,"Drama, Romance",UK,8.1,24192
Must Love Dogs,2005,"Comedy, Romance",USA,5.9,24202
The Rescuers Down Under,1990,"Animation, Adventure, Crime",USA,6.9,24223
Dragnet,1987,"Comedy, Crime",USA,5.9,24224
This Film Is Not Yet Rated,2006,Documentary,"UK, USA",7.5,24228
All the Boys Love Mandy Lane,2006,Horror,USA,5.6,24238
No Way Out,1987,"Action, Crime, Drama",USA,7.1,24278
Feast,2005,"Action, Comedy, Horror",USA,6.4,24290
Undisputed 3: Redemption,2010,"Action, Crime, Drama",USA,7.5,24336
Capitan Mutanda,2017,"Animation, Action, Comedy","USA, Canada, France, UK, India",6.2,24337
Tumbbad,2018,"Drama, Fantasy, Horror","India, Sweden",8.3,24345
Book Club - Tutto può succedere,2018,"Comedy, Drama, Romance",USA,6.1,24375
The Human Stain,2003,"Drama, Romance, Thriller","USA, Germany, France",6.3,24378
The Three Stooges,2012,Comedy,USA,5.1,24382
K-9,1989,"Action, Comedy, Crime",USA,5.9,24401
Shutter,2008,"Horror, Mystery, Thriller",USA,5.2,24409
The Haunting,1963,Horror,"UK, USA",7.6,24412
Special 26,2013,"Crime, Drama, History",India,7.9,24418
Giant,1956,"Drama, Romance",USA,7.7,24420
Ghost in the Shell 2: Innocence,2004,"Animation, Drama, Sci-Fi",Japan,7.6,24429
Happythankyoumoreplease,2010,"Comedy, Drama, Romance",USA,6.8,24430
Andaz Apna Apna,1994,"Comedy, Family, Romance",India,8.8,24430
Vikram Vedha,2017,"Action, Crime, Thriller",India,8.6,24441
Il Postino: The Postman,1994,"Biography, Comedy, Drama","Italy, France, Belgium",7.8,24451
Blow Out,1981,"Drama, Mystery, Thriller",USA,7.4,24453
Paranoid Park,2007,"Crime, Drama, Mystery","France, USA",6.7,24462
The Loved Ones,2009,"Horror, Thriller",Australia,6.7,24464
Doc Hollywood,1991,"Comedy, Drama, Romance",USA,6.1,24465
Frequently Asked Questions About Time Travel,2009,"Comedy, Sci-Fi",UK,7.1,24471
Cocaine - La vera storia di White Boy Rick,2018,"Crime, Drama",USA,6.4,24478
Sunrise,1927,"Drama, Romance",USA,8.4,24480
Sleuth,2007,"Drama, Mystery, Thriller","USA, UK",6.5,24496
White Oleander,2002,Drama,USA,7.2,24506
Kabhi Khushi Kabhie Gham...,2001,"Drama, Musical, Romance",India,7.5,24511
The Art of War,2000,"Action, Adventure, Crime","USA, Canada",5.7,24513
Jab We Met,2007,"Comedy, Romance",India,8,24518
L.A. Story,1991,"Comedy, Drama, Fantasy",USA,6.7,24526
Frequently Asked Questions About Time Travel,2009,"Comedy, Sci-Fi",UK,7.1,24539
Il ragazzo che catturò il vento,2019,Drama,"UK, Malawi",7.6,24574
Kung Fury,2015,"Short, Action, Comedy",Sweden,8.3,24575
Cam,2018,"Horror, Mystery, Thriller",USA,5.9,24592
Udaan,2010,Drama,India,8.4,24626
'71,2014,"Action, Drama, Thriller",UK,7.2,24645
Welcome to the Punch,2013,"Action, Crime, Thriller","UK, USA",6.1,24651
Mesrine Part 1: Killer Instinct,2008,"Action, Biography, Crime","France, Canada, Italy",7.6,24657
For Love of the Game,1999,"Drama, Romance, Sport",USA,6.5,24676
Blue Crush,2002,"Drama, Romance, Sport","USA, Germany",5.6,24694
Color Out of Space,2019,"Horror, Mystery, Sci-Fi","USA, Malaysia, Portugal",6.2,24703
The Quiet Man,1952,"Comedy, Drama, Romance",USA,7.9,24705
Father of the Bride Part II,1995,Comedy,USA,5.9,24709
Unknown,2006,"Crime, Drama, Mystery",USA,6.5,24722
The Rookie,2002,"Drama, Family, Sport",USA,7,24729
Insidious: Chapter 3,2015,"Drama, Horror, Thriller","Canada, USA",6.3,24731
Splinter,2008,"Horror, Sci-Fi, Thriller",USA,6.1,24736
Antitrust,2001,"Crime, Drama, Thriller",USA,6.1,24742
The Smurfs 2,2013,"Animation, Adventure, Comedy",USA,5.4,24746
Big Nothing,2006,"Comedy, Crime, Thriller","UK, Canada",6.8,24756
The Time Machine,1960,"Adventure, Fantasy, Romance",USA,7.6,24763
The Lodge,2019,"Drama, Horror, Thriller","UK, Canada, USA",6.0,24786
The Edge of Heaven,2007,Drama,"Germany, Turkey, Italy",7.9,24813
P2,2007,"Horror, Thriller",USA,5.9,24825
The Lunchbox,2013,"Drama, Romance","India, France, Germany, USA",7.8,24827
Maniac,2012,"Horror, Thriller","France, USA",6.1,24837
Between Two Ferns: Il film,2019,Comedy,USA,6.1,24886
Antwone Fisher,2002,"Biography, Drama",USA,7.3,24886
Tusk,2014,"Comedy, Drama, Horror",USA,5.4,24896
Welcome to the Dollhouse,1995,"Comedy, Drama",USA,7.5,24949
The Discreet Charm of the Bourgeoisie,1972,"Comedy, Drama, Fantasy",France,8,24952
The Lizzie McGuire Movie,2003,"Adventure, Comedy, Family",USA,5.3,24953
Talaash,2012,"Crime, Drama, Mystery",India,7.3,24972
Flypaper,2011,"Comedy, Crime, Mystery","Germany, USA",6.4,24976
May,2002,"Drama, Horror, Thriller",USA,6.7,24977
Hair,1979,"Comedy, Drama, Musical","USA, West Germany",7.5,24983
Mean Creek,2004,"Crime, Drama",USA,7.3,24989
Ninja Scroll,1993,"Animation, Action, Adventure",Japan,7.9,25003
If Only,2004,"Comedy, Drama, Fantasy","USA, UK",7.2,25006
The Secret of NIMH,1982,"Animation, Adventure, Drama",USA,7.6,25015
Un giorno di pioggia a New York,2019,"Comedy, Romance",USA,6.6,25038
"Two Days, One Night",2014,"Drama, Romance","Belgium, France, Italy",7.4,25038
The Tenant,1976,Thriller,France,7.8,25075
Kabir Singh,2019,"Crime, Drama, Romance",India,7.1,25077
Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",USA,7.8,25115
Jules and Jim,1962,"Drama, Romance",France,7.9,25132
The Unbearable Lightness of Being,1988,"Drama, Romance",USA,7.4,25133
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime, Drama, Romance","UK, France",7.5,25138
Forces of Nature,1999,"Comedy, Romance",USA,5.4,25161
Deep Rising,1998,"Action, Adventure, Horror","USA, Canada",6,25178
Little Big Man,1970,"Comedy, History, Western",USA,7.7,25181
"Game Over, Man!",2018,"Action, Comedy",USA,5.4,25187
The Double Life of Veronique,1991,"Drama, Fantasy, Music","France, Poland, Norway",7.9,25210
Love and Death,1975,"Comedy, War","France, USA",7.8,25227
